notif_id,day_of_week,hour,minute,category,text
487999,3,17,14,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
456046,6,14,46,7,394 362 378 4 389 420 2 421 69 395 422 1 30 5 368
416533,1,16,2,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
487979,3,17,9,0,334 570 451 221 297 549 509
416532,1,16,2,3,16 552 85 553 376 29 97 2 554 16 491 85 36 408 85 530 29 97 86
418010,2,8,32,0,429 59 133 126 1044 686 1 687 198 6 1023 686 53 687 463 219 7 1 53 1024 925 53 1045 4 12 1046 215 17 658 4 857 266 975
416708,1,16,12,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
418025,1,19,17,5,124 335 202 1153 14 11 36 716 1271 1399 1139
416657,1,16,6,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
416649,1,16,5,5,1025 1154 312 1329 1400 2 1025 1330 6 56 79 1151 46 548 208 2 88 14 6 1401 245 2 1402 1 493 4 1403 1404 429 722 1272 1405 2 470 70 370 441 1406
416666,1,16,6,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488040,3,17,25,7,489 134 16 50 1 618 134 7
488060,3,17,25,0,334 570 451 221 297 549 509
488044,3,17,22,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7
416670,1,16,9,7,403 181 1 606 8 6 1109 376 24 827
488086,3,17,26,0,334 570 451 221 297 549 509
488059,3,17,25,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7
488043,3,17,25,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488058,3,17,28,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
418053,1,19,23,7,1 9 953 1146 415 9 23 11 1 2 9
488134,3,17,33,0,334 570 451 221 297 549 509
488042,3,17,33,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
416692,1,16,13,7,403 181 1 606 8 6 1109 376 24 827
486370,3,17,30,0,334 570 451 221 297 549 509
484265,3,17,30,0,334 570 451 221 297 549 509
486359,3,17,30,0,334 570 451 221 297 549 509
484189,3,17,30,0,334 570 451 221 297 549 509
484199,3,17,45,0,334 570 451 221 297 549 509
484216,3,17,30,0,334 570 451 221 297 549 509
416736,1,16,18,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
416041,1,16,30,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488019,3,17,36,5,55 59 922 6
416746,1,16,19,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
416753,1,16,20,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488179,3,17,36,0,334 570 451 221 297 549 509
487978,3,17,50,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
413732,1,16,35,3,408 580 16 5 29 97 1076 1145 16 5 29 97 3 491 36 408 580 14 11 9 306 11 1184 90 11 34
488017,3,17,18,0,183 14 7 1 133 126 7 147 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
487980,3,17,40,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
416422,1,16,30,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
416290,1,16,31,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
416814,1,16,31,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
416833,1,16,32,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
487864,3,17,45,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488021,3,17,44,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
484717,3,18,3,0,334 570 451 221 297 549 509
488296,3,18,1,5,94 805 12 18 9 24 11 46 147 4 1041 1042
488315,3,18,6,5,94 805 12 18 9 24 11 46 147 4 1041 1042
488015,3,17,49,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
416267,1,16,36,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
416876,1,16,37,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488192,3,17,54,0,147 14 7 1 133 126 7 147 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
416893,1,16,40,7,498 176 37 17 24 7 259 8 74 881 30 882
487961,3,18,10,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
488396,3,18,3,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
416744,1,16,42,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488414,3,18,6,5,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
488416,3,18,42,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488072,3,18,6,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488434,3,18,30,2,858 1038 60 167 1213 1039 1434 1 879 759
416962,1,16,49,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
488452,3,18,23,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488502,3,18,20,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
417059,1,16,58,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488463,3,18,14,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488508,3,18,25,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488487,3,18,17,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
488338,3,18,24,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
416983,1,16,53,2,1458 1458 17 3 286 153 90 7
488500,3,18,19,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
488525,3,18,27,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488512,3,18,26,5,94 805 12 18 9 24 11 46 147 4 1041 1042
488514,3,18,23,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488518,3,18,26,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
416399,1,17,0,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488498,3,18,23,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
416364,1,17,0,7,418 616 27 182 57 13 3 65 388 605 14 7 1 12 18 9 23 7
488372,3,18,30,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
490923,4,6,39,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
488527,3,18,28,5,94 805 12 18 9 24 11 46 147 4 1041 1042
491009,4,5,22,2,20 697 211 135 4 209 1776
488533,3,18,26,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
484547,3,18,29,0,334 570 451 221 297 549 509
490930,4,6,39,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
487982,3,18,30,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
490927,4,6,39,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
488546,3,18,28,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488550,3,18,29,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488362,3,18,30,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
488553,3,18,29,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
488046,3,18,30,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
487835,3,18,30,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
417156,1,17,4,2,26 1390 59 807 26 59 8 2 648 30 143 1 312
488292,3,18,38,0,1393 21 463 1601 21 59 859 2 371 1601 1917 36 222 463 1146
488383,3,18,38,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
486511,3,18,30,0,334 570 451 221 297 549 509
484672,3,18,40,2,1553 1554 927 265 17 1396 36 744 6 1397 404 242
486532,3,18,30,0,334 570 451 221 297 549 509
487754,3,18,30,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
488085,3,18,36,0,183 14 7 1 133 126 7 183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
490288,4,10,31,7,1732 61 742 1629 3 1630 19 1631 19 305 3 1114 1630 1556 118 305 3 63 1407 1556 118 305 3 996 547 942 1918 305 3 1919 1631 215 1 1105
488370,3,18,34,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
417200,1,17,13,2,1724 1632 30 5
417203,1,17,15,2,1724 1632 30 5
417199,1,17,13,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
488472,3,18,48,2,1920 69 116 1 858 108
417247,1,17,23,2,928 353 391 2 529 663 929 24 38 930 931 353 1459
488683,3,18,41,0,1298 1557 1777 1076 240 1921 10 97 36 1777 75 219 24 7
417242,1,17,21,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
461529,7,15,1,5,21 170 101 3 1228 1633 546 1 23 11
417245,1,17,23,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
418086,1,19,25,7,290 291 1229 719 1022 1230 211 716 1231 1 1232 289 309 168 577 1903 719 1022 1230 211 1231 1232 289 309 168
417251,1,17,23,2,928 353 391 2 529 663 929 24 38 930 931 353 1459
417257,1,17,24,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
488096,3,18,49,0,334 570 451 221 297 549 509
417248,1,17,24,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
417258,1,17,25,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
417260,1,17,25,2,928 353 391 2 529 663 929 24 38 930 931 353 1459
417266,2,5,30,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
417261,1,17,25,2,928 353 391 2 529 663 929 24 38 930 931 353 1459
417265,2,5,30,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
485946,3,19,0,7,72 104 163 136 775 17 3 200 1077 1 924 14 11 161 163 1452 2 197 152 173 10 337
417289,1,17,29,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
417297,1,18,30,7,216 224 110 54 225 263 1 307 88 107 241 500 34
416717,1,17,34,7,498 176 37 17 24 7 259 8 74 881 30 882
416430,1,17,36,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
452700,6,14,30,3,5 100 4 79 28 70 31 13 48 82 3 12 40 32 194
416737,1,17,30,7,498 176 37 17 24 7 259 8 74 881 30 882
417335,1,17,41,7,498 176 37 17 24 7 259 8 74 881 30 882
488840,3,19,4,3,499 299 54 457 28 31 560 525 9 526 527 528 14 11 36 430 521 492 47 46 269 270 571
488827,3,19,2,5,94 805 12 18 9 24 11 46 147 4 1041 1042
416467,1,17,33,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
488873,3,19,9,7,489 134 193 16 3 489 193 16 50 1 989 134 7 39 990 520 12 349 6 286 153 1 213 947 10 859 948
417353,1,17,41,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
416484,1,17,36,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
416970,1,17,37,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
417389,1,18,30,7,216 224 110 54 225 263 1 307 88 107 241 500 34
417419,1,17,51,0,950 1 208 6 124 666 4 1460 1634 550 39 85
489096,3,19,41,2,914 305 3 914 1 1
487354,3,19,45,0,274 75 828 146 1 977 777 978 979 1 980 75 981 101 3 377 719 982 983
488905,3,19,38,7,1627 9 775 17 3 200 1077 1 924 14 11
488928,3,19,44,7,1627 9 775 17 3 200 1077 1 924 14 11
417567,1,18,5,0,209 37 237 238 1505 1635 29 2 1255 12 19 4 237 238 520 4 107 126 279 53 3 59 12 873 90 279
417494,1,18,2,2,257 8 8 74 945 25 116 1 259 10 215 814 313 472 862 1922 1 438 19 35 729 58
417499,2,5,30,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
486840,3,20,7,3,16 5 86 1313 1012 17 288 4 1615 1 16 5 86 2 197 152 173 10 337
488255,3,20,0,0,183 14 7 1 133 126 7 52 52 22 44 15 61 4 230 702 223 638 703 231 704 705 17 232 15 22 706 256 3 280 107 6 195 707 625
417518,1,18,1,0,4 55 1 1075 116 59 8 143 855
488438,3,20,30,7,489 134 193 16 3 489 193 16 50 1 618 134 7 39 1110 10 520 12 349 6 286 153 1 213 947 10 859 948
489404,3,20,15,3,760 143 13 48 82 761 90 322 5 13 48 82 762 6 311 763
417573,1,18,6,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
418115,1,19,26,0,739 1761 212 54 4 1072 1602 75 111 1514 10 1461
417619,1,18,16,3,253 552 85 553 376 29 97 2 554 572 253 491 85 36 408 85 530 29 97 562
417660,1,18,20,2,127 118 10 78 1149 18 698 153
416143,1,19,30,7,498 176 37 17 24 7 259 8 74 881 30 882
461559,7,18,30,7,394 362 378 4 389 420 2 421 69 395 422 1 30 5 368
415948,1,18,30,7,626 1923 498 9 321 14 11 829 11
417446,1,18,30,7,216 224 110 54 225 263 1 307 88 107 241 500 34
416413,1,18,31,7,77 1137 3 1384 498 94 73 8 2 161 66 22 829
417412,1,18,30,7,216 224 110 54 225 263 1 307 88 107 241 500 34
417765,2,9,0,0,429 59 133 126 1044 686 1 687 198 6 1023 686 53 687 463 219 7 1 53 1024 925 53 1045 4 12 1046 215 17 658 4 857 266 975
417635,1,18,35,0,322 5 1 1070 1071 1 1 31 1
417746,1,18,45,2,16 724 111 1514 731
486598,3,14,16,3,130 21 122 169 47 66 56 178 45 179 103 206
486592,3,14,13,5,94 805 12 18 9 24 11 46 147 4 1041 1042
486612,3,14,17,5,94 805 12 18 9 24 11 46 147 4 1041 1042
486614,3,14,17,3,130 21 122 169 47 66 56 178 45 179 103 206
457160,6,17,45,2,13 1462 20 697 1115 30 5
418148,1,20,2,7,905 113 905 74 2 35 215 1724 76 211 1924 1925 1 305 3 1926 215 1 913 1 1408 20 3 1436 13 1037 1726 34
422449,2,14,30,7,582 380 123 573 313 1 132 80 596 1 619 455 320 524 627 4 168 1 667 39 129 668 105 151 669 1 670
418533,1,20,15,0,46 1037 3 900 42 168 1 46 1037 3 900 1
495692,4,17,5,7,27 95 139 645 997 96 130 12 18 9 90 47
495763,4,17,6,0,873 911 804 113 2 1298 4 675 896 873 113 80 1218 23 237 238 12 873 46 1635 1636 873 187 14 279
418665,1,20,31,0,569 121 1250 1522 260
495872,4,17,21,0,1775 337 973 2 337 31 1927 3
495861,4,17,20,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491922,4,17,30,3,741 721 9 3 200 757 48 64 45 2 32 3 33 30 49 615 661 287 117
491912,4,17,30,3,741 721 9 3 200 757 48 64 45 2 32 3 33 30 49 615 661 287 117
495079,4,17,33,3,130 21 122 169 47 66 56 178 45 179 103 206
494918,4,17,30,3,244 71 276 58 4 28 31 212 87 33 271 71 277
495914,4,17,30,0,264 61 59 2 1928
418769,1,20,52,0,498 94 66 296 496 456 675 896 11 39 197 152 139 645 163 590
454761,6,11,17,7,257 8 8 74 73 8 74 2 161 35 783 1 5 333 814 1 606 8
496035,4,17,48,7,127 1778 4 29 424 1779 215 1 34 2 1780 1105 34 663 529 1
418859,1,21,2,0,441 67 14 7 2 134 21 18 240 18 1271 202 1153 12 775 600 9 3 200 1463
496024,4,17,52,3,130 21 122 169 47 66 56 178 45 179 103 206
496104,4,17,56,7,8 258 115 100 454 369 8 258 9 23 7 1 3 35 25 538 32 7 39 129 651 3
496093,4,17,55,0,121 472 1078 2 305 3 311 62 471 143 429 296 6 108
418895,1,21,6,0,4 295 604 75 2 864 883 9 171 11
498175,5,6,30,2,858 1038 60 167 1213 1039 1434 1 879 759
496309,4,18,16,2,267 1437 1 84 321 11 950 1383 138 267 1437 11
496312,4,18,17,0,67 73 59 729 452 729 729 116 20 697 19 1301 732 1258 259 914 116
496361,4,19,37,5,1266 1774 1599 88 36 1523 564 630 1212 1262 163 136
494415,4,18,31,2,858 1038 60 167 1213 1039 1434 1 879 759
496465,4,18,41,7,27 95 139 645 997 96 130 12 18 9 90 47
496421,4,18,35,7,27 95 139 645 997 96 130 12 18 9 90 47
496475,4,18,42,7,27 95 139 645 997 96 130 12 18 9 90 47
496501,5,10,32,7,345 263 1 307 241
496531,5,11,30,7,345 216 224 110 54 225 263 1 307 88 107 241 865
496535,4,18,49,3,1448 200 1080 17 1374 764 4 22 15 6
496687,4,19,11,7,27 95 139 645 997 96 130 12 18 9 90 47
496768,4,19,11,2,109 20 1 72 3 808 176 147 27 22 110 658 20 19 1 72 10 1929 46 66 114 1930 109 1598 587 1155 1931 147 3 12 18 32 7 2 91 24 724 1781 416 70 18 1 1312 1273 1932 13 1933 1 20 1934
496782,4,19,12,7,1458 38 11 38 1458 13 429 122 150 293 84 10 1375
496798,4,19,16,7,27 95 139 645 997 96 130 12 18 9 90 47
496825,4,19,22,7,27 95 139 645 997 96 130 12 18 9 90 47
494374,4,19,19,7,27 95 139 645 112 13 90 202 52 1913 279
496845,4,19,26,7,27 95 139 645 997 96 130 12 18 9 90 47
422561,2,11,13,7,463 1233 6 241 1274 1331 121 75 3 1782 2 545 137
491017,4,5,28,0,954 878 1 1070 1071 954 878 1 1070 1071 2 954 1935 1783 1 878 3
422157,2,10,25,7,24 360 209 8 380 350 176 1081 208 8 132 2 1082 455 37 1 823 876 3 1047 98 118 1 99 1083
454301,6,11,31,7,298 20 76 27 17 109 364 372 58 184 20 155 9 171 53 109 381 2 123 257 50 411 412
491115,4,5,50,3,1323 1532 6 1533 1448 1449 830 19 208 1534 1535 1536 3 1537 17 3 200 613 351 6 1538 1539 119 1540 131 1541 1388 1 119 1542 581
491154,4,6,7,3,1323 1532 6 1533 1448 1449 830 19 208 1534 1535 1536 3 1537 17 3 200 613 351 6 1538 1539 119 1540 131 1541 1388 1 119 1542 581
496785,4,19,35,7,94 110 626 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491218,4,6,23,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
491224,4,6,28,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
491415,4,6,42,0,529 793 1379 945 1784 1722
491247,4,6,39,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
419768,2,10,31,5,48 64 45 2 12 40 866 287 222 6 222 90 597 583 2 21 40 867 1 301 581 551 725
491262,4,6,40,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
490156,4,6,39,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
490218,4,6,38,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
491230,4,6,38,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
491290,4,6,41,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
490160,4,6,39,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
418330,2,10,31,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
422196,2,10,30,7,121 75 3 1782 2 545 137 55 18 13 235 953
492602,4,19,43,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491354,4,6,43,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137 34
419860,2,3,56,7,1528 227 18 1597 1529 1741 1742 1530 1322 180 1743 176 8 74 60 25 68 1612 1744 1745 36 645 166 1746 1322 1747 1075 129 220 1748 211 1749 1750 151 811 1751 1752 1753 60 1754 1755 1756 1757 19 1758 1759 1
418289,2,10,33,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
491450,4,9,35,5,1248 61 13 1506 19 1 1507 21 62 753 2 262 1249 1508 4 1070 1071 1509 1299 27 3 142 1209 32 1300
491454,4,6,45,2,132 917 81 13 138 103 275 111 984 132 11 39 918 985
422200,2,10,30,7,235 569 121 75 1 235 550 1 631 136 445 502 56 107 631 1 3 1782 2 545 275
422215,2,10,34,7,1234 1112 338 6 1332 107 81 1 39 1189
496811,4,19,50,7,94 110 626 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491493,4,6,55,0,1637 910 1736 1022 1431 42 1218 1408 14 7
491593,4,7,8,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491503,4,6,57,2,748 217 19 1 18 10 272 481 831 379 18 419 885 293 138 886 128 50 12 18 9 23 11 1 887 11 1 3 792 254 137
491557,4,7,4,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491550,4,7,3,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
417718,2,5,31,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
417383,2,5,30,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
491573,4,15,38,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491576,4,7,6,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491583,4,7,7,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491595,4,7,8,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491603,4,7,9,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
420171,2,6,30,5,832 13 382 3 82 888 322 5 1 222 6 222 81 48 69 82 31 2 40 10 49 699
490296,4,7,20,7,298 3 155 1936 415 9 23 11 1 1275 9 136
491688,4,7,27,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
418028,2,6,0,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
491714,4,7,33,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
418191,2,6,0,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
422227,2,10,37,7,1234 1112 338 6 1332 107 81 1 39 1189
491820,4,10,56,5,185 72 9 1139 73 72 101 3 546 9 24 11
418157,2,6,0,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
418095,2,6,0,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
491834,4,7,50,3,33 92 48 64 71 100 162 4 196 164 87 3 12 33 81 49 32 593
491839,4,10,56,5,66 1048 72 104 546 9 24 11
491717,4,7,55,7,94 110 363 324 55 8 648 358 2 35 717 51 128 131 1 650 10 215 1 815
491889,4,10,56,5,2 1110 61 21 1785 56 107 1 56 744 72 104 546 9 24 11
420416,2,6,36,5,48 64 45 2 12 40 866 287 222 6 222 90 597 583 2 21 40 867 1 301 581 551 725
420237,2,6,23,5,832 13 382 3 82 888 322 5 1 222 6 222 81 48 69 82 31 2 40 10 49 699
491909,4,8,3,3,244 71 276 58 4 28 31 212 87 33 271 71 277
420386,2,6,29,7,746 379 766 142 767 249 20 685 631 781 11 104 768 142 769 249 782
420238,2,6,24,5,832 13 382 3 82 888 322 5 1 222 6 222 81 48 69 82 31 2 40 10 49 699
419347,2,6,32,5,48 64 45 2 12 40 866 287 222 6 222 90 597 583 2 21 40 867 1 301 581 551 725
420060,2,6,30,5,48 64 45 2 12 40 866 287 222 6 222 90 597 583 2 21 40 867 1 301 581 551 725
420285,2,6,30,5,48 64 45 2 12 40 866 287 222 6 222 90 597 583 2 21 40 867 1 301 581 551 725
491942,4,8,8,3,1323 1532 6 1533 1448 1449 830 19 208 1534 1535 1536 3 1537 17 3 200 613 351 6 1538 1539 119 1540 131 1541 1388 1 119 1542 581
491946,4,8,10,3,1323 1532 6 1533 1448 1449 830 19 208 1534 1535 1536 3 1537 17 3 200 613 351 6 1538 1539 119 1540 131 1541 1388 1 119 1542 581
